Supplementary Data 1. Catalog of the 722 canids genomes
Name_ID_Study	Name_ID_SRA	Breed/CommonName	BioProject	BioSample	Sex	CoverageAll	CoverageX	CoverageRatio	AnalysisName_Phylo	Phylo_Results	Phylo_Bootstrap	Phylo_Notes	Genotyped on Illumina canine HD array	Used to do WGS/SNP chip comparison	Other_Information
UNKNOWN - Marked American Staffordshire Terrier and clusters with Staffordshire Bull Terriers - Possible Mixed Breed	UnknownBreed09	UNKNOWN - Marked American Staffordshire Terrier and clusters with Staffordshire Bull Terriers - Possible Mixed Breed	PRJEB16012	SAMEA4504831	M	7.7097899999999999	4.3921700000000001	1.7553487228408735	UNKNOWN - Marked American Staffordshire Terrier and clusters with Staffordshire Bull Terriers - Possible Mixed Breed	Staffordshire Terrier	100				
UNKNOWN - Marked as Kunming Dog but clusters outside Kunming Dog and German Shepherd Dog clade	KunmingDog01	UNKNOWN - Marked as Kunming Dog but clusters outside Kunming Dog and German Shepherd Dog clade	PRJNA232497	SAMN02485579	M	7.7128500000000004	4.4637799999999999	1.7278741335818524	Kunming Dog 11	outside Kunming Dog and German Shepherd Dog clades	100	Breed not available for comparison			
UNKNOWN - Marked Unknown breed but clusters with Shih Tzu	406434N	UNKNOWN - Marked Unknown breed but clusters with Shih Tzu	PRJNA203084	SAMN02144216	F	24.839500000000001	25.651599999999998	0.96834115610722149	Unknown dog 1	Shih Tzu	100			
UNKNOWN - Marked Basset Hound but doesn't cluster completely, possible mixed breed	BH003	UNKNOWN - Marked Basset Hound but doesn't cluster completely, possible mixed breed	PRJEB16012	SAMEA4509488	F	24.360499999999998	24.5061	0.99405862213897755	Unknown dog 2	outside Basset Hound clade	70				
UNKNOWN - Marked Jack Russell Terrer but outside Lakeland Terrier, Smooth Fox Terrier and Wire Fox Terrier clade	JR0034	UNKNOWN - Marked Jack Russell Terrer but outside Lakeland Terrier, Smooth Fox Terrier and Wire Fox Terrier clade	PRJEB16012	SAMEA104125119	M	32.190899999999999	17.901599999999998	1.7982135675023463	Unknown dog 3	outside Lakeland Terrier, Smooth Fox Terrier and Wire Fox Terrier clade	100				
UNKNOWN - Marked Border Collie but clusters outside Toy Spaniel clade	UnknownBreed02	UNKNOWN - Marked Border Collie but clusters outside Toy Spaniel clade	PRJNA448733	SAMN08873318	F	10.386799999999999	10.562200000000001	0.98339361117948898	Unknown dog 4	outside Toy Spaniel clade	100				Possible mixed read groups (lanes) within BAMs for UnknownBreed02 and UnknownBreed10; One of six BAM file that needed to be remade after making 722g VCF - Slight diffences in genotypes in 722g VCF compared to a joint call of the 6g for a subset of Illumina SNPchip SNPs (21 out of 103464 tested for 0.02% discordance)
UNKNOWN - Marked Portuguese Pointer and clusters with Dogue De Bordeaux	UnknownBreed03	UNKNOWN - Marked Portuguese Pointer and clusters with Dogue De Bordeaux	PRJNA448733	SAMN08873319	F	10.417299999999999	8.8343900000000009	1.1791759249931233	Unknown dog 5	outside Dogue De Bordeaux clade	54				Possible mixed read groups (lanes) within BAMs for UnknownBreed03 and UnknownBreed07
UNKNOWN - Marked Bassett Hound but clusters with Xiasi/Chongqing dogs outside of the Chow Chow clade	UnknownBreed04	UNKNOWN - Marked Bassett Hound but clusters with Xiasi/Chongqing dogs outside of the Chow Chow clade	PRJNA232497	SAMN02485573	F	6.4671700000000003	6.5287899999999999	0.99056180394835802	Unknown dog 6	groups with Xiasi/Chongqing outside Chow Chow clade	100				Mislabeled orginally as Basset Hound but submitted to SRA as Villiage Dog - China
UNKNOWN - Marked Australian Terrier and clusters with Clumber Spaniels - Possible Mixed Breed	UnknownBreed05	UNKNOWN - Marked Australian Terrier and clusters with Clumber Spaniels - Possible Mixed Breed	PRJNA448733	SAMN08873321	M	7.6333500000000001	4.4642900000000001	1.7098687585259917	Unknown dog 7	outside Clumber Spaniel clade	100			
UNKNOWN - Marked Dogue De Bordeaux but doesn't cluster completely, possible mixed breed 	UnknownBreed07	UNKNOWN - Marked Dogue De Bordeaux but doesn't cluster completely, possible mixed breed 	PRJNA448733	SAMN08873322	F	7.4894400000000001	7.7049200000000004	0.97203345394890528	Unknown dog 8	outside Dogue De Bordeaux clade	54				Possible mixed read groups (lanes) within BAMs for UnknownBreed03 and UnknownBreed07
UNKNOWN - Marked Cavalier King Charles Spaniel but clusters outside Toy Spaniel clade	UnknownBreed10	UNKNOWN - Marked Cavalier King Charles Spaniel but clusters outside Toy Spaniel clade	PRJNA448733	SAMN08873323	F	11.437099999999999	11.612500000000001	0.98489558665231414	Unknown dog 9	outside Toy Spaniel clade	100				Possible mixed read groups (lanes) within BAMs for UnknownBreed02 and UnknownBreed10
UNKNOWN - Marked Australian Shepherd but clusters with Australian Cattle Dog	UnknownBreed11	UNKNOWN - Marked Australian Shepherd but clusters with Australian Cattle Dog	PRJNA263947	SAMN04196851	F	23.036100000000001	23.0855	0.99786012865218432	Unknown dog 10	outside Austrailian Cattle Dog clade	100			
UNKNOWN - Marked Unknown clusters near Great Pyrenees	UnknownBreed12	UNKNOWN - Marked Unknown clusters near Great Pyrenees	PRJNA299099	SAMN04195504	M	31.558900000000001	17.736000000000001	1.7793696436626072	Unknown dog 11	outside Great Pyrenees	100				
UNKNOWN - Marked Unknown clusters near German Shepherd Dog	UnknownBreed13	UNKNOWN - Marked Unknown clusters near German Shepherd Dog	PRJNA299099	SAMN04195507	M	29.147400000000001	16.229700000000001	1.7959296844673653	Unknown dog 12	outside German Shepherd Dog clade	100				
UNKNOWN - Marked Unknown breed but clusters with American Staffordshire Terrier	WGS-76N	UNKNOWN - Marked Unknown breed but clusters with American Staffordshire Terrier	PRJNA203084	SAMN02144217	F	5.2147100000000002	4.5354099999999997	1.1497769771641375	Unknown dog 13	American Staffordshire Terrier	100			
UNKNOWN - Marked Wirehaired Pointing Griffon but clusters with German Wirehaired Pointer	AF14-170_S13	UNKNOWN - Marked Wirehaired Pointing Griffon but clusters with German Wirehaired Pointer	PRJNA448733	SAMN08873328	M	12.6708	7.1624600000000003	1.7690569999692842	Unknown dog 14	with German Wirehaired Pointer clade	100				
UNKNOWN - Marked Wirehaired Pointing Griffon but clusters with German Wirehaired Pointer	AF14-259_S12	UNKNOWN - Marked Wirehaired Pointing Griffon but clusters with German Wirehaired Pointer	PRJNA448733	SAMN08873329	M	7.3600099999999999	4.2619400000000001	1.7269154422633823	Unknown dog 15	with German Wirehaired Pointer clade	100				
UNKNOWN - Marked Wirehaired Pointing Griffon but clusters with German Wirehaired Pointer	AF14-260_S7	UNKNOWN - Marked Wirehaired Pointing Griffon but clusters with German Wirehaired Pointer	PRJNA448733	SAMN08873330	F	7.7252000000000001	8.0297800000000006	0.96206869926697858	Unknown dog 16	with German Wirehaired Pointer clade	100				
UNKNOWN - Marked Wirehaired Pointing Griffon but clusters with German Wirehaired Pointer	AF14-296_S9	UNKNOWN - Marked Wirehaired Pointing Griffon but clusters with German Wirehaired Pointer	PRJNA448733	SAMN08873331	M	9.6096800000000009	5.5137900000000002	1.7428447583241293	Unknown dog 17	with German Wirehaired Pointer clade	100				
UNKNOWN - Marked Wirehaired Pointing Griffon but clusters with German Wirehaired Pointer	AF14-297_S10	UNKNOWN - Marked Wirehaired Pointing Griffon but clusters with German Wirehaired Pointer	PRJNA448733	SAMN08873332	M	7.5406199999999997	4.3685400000000003	1.7261190237470641	Unknown dog 18	with German Wirehaired Pointer clade	100				
UNKNOWN - Marked Wirehaired Pointing Griffon but clusters with German Wirehaired Pointer	AF15-019_S2	UNKNOWN - Marked Wirehaired Pointing Griffon but clusters with German Wirehaired Pointer	PRJNA448733	SAMN08873333	M	5.7190899999999996	3.4289999999999998	1.6678594342373869	Unknown dog 19	with German Wirehaired Pointer clade	100				
UNKNOWN - Marked Wirehaired Pointing Griffon but clusters with German Wirehaired Pointer	AF15-074_S4	UNKNOWN - Marked Wirehaired Pointing Griffon but clusters with German Wirehaired Pointer	PRJNA448733	SAMN08873334	M	4.4741400000000002	2.7633899999999998	1.6190765689967759	Unknown dog 20	with German Wirehaired Pointer clade	100				
UNKNOWN - Marked Wirehaired Pointing Griffon but clusters with German Wirehaired Pointer	AF15-098_S11	UNKNOWN - Marked Wirehaired Pointing Griffon but clusters with German Wirehaired Pointer	PRJNA448733	SAMN08873335	M	9.5089799999999993	5.3718899999999996	1.7701367675064084	Unknown dog 21	with German Wirehaired Pointer clade	100				
UNKNOWN - Marked Wirehaired Pointing Griffon but clusters with German Wirehaired Pointer	NA13-359_S6	UNKNOWN - Marked Wirehaired Pointing Griffon but clusters with German Wirehaired Pointer	PRJNA448733	SAMN08873336	M	5.3660699999999997	3.4484499999999998	1.5560817178732473	Unknown dog 22	with German Wirehaired Pointer clade	100				
UNKNOWN - Marked Wirehaired Pointing Griffon but clusters with German Wirehaired Pointer	NA14-125_S8	UNKNOWN - Marked Wirehaired Pointing Griffon but clusters with German Wirehaired Pointer	PRJNA448733	SAMN08873337	M	8.9915500000000002	5.15151	1.7454202748320395	Unknown dog 23	with German Wirehaired Pointer clade	100				
UNKNOWN - Marked Wirehaired Pointing Griffon but clusters with German Wirehaired Pointer	NA14-126_S5	UNKNOWN - Marked Wirehaired Pointing Griffon but clusters with German Wirehaired Pointer	PRJNA448733	SAMN08873338	F	8.7923600000000004	8.9686800000000009	0.98034047373749533	Unknown dog 24	with German Wirehaired Pointer clade	100				
UNKNOWN - Marked Yorkshire Terrier but clusters with Silky Terrier	BAN00143	UNKNOWN - Marked Yorkshire Terrier but clusters with Silky Terrier	PRJNA448733	SAMN08873339	F	12.042299999999999	12.3399	0.97588311088420476	Unknown dog 25	Silky Terrier	100				
Vietnamese Indigenous Dog 1	IndigenousDogVietnam01	Vietnamese Indigenous Dog	PRJNA266585	SAMN03168368	M	18.491700000000002	9.7931399999999993	1.8882299242122551							
Vietnamese Indigenous Dog 2	IndigenousDogVietnam02	Vietnamese Indigenous Dog	PRJNA266585	SAMN03168369	M	19.347100000000001	10.242699999999999	1.8888671932205379							
Vietnamese Indigenous Dog 3	IndigenousDogVietnam03	Vietnamese Indigenous Dog	PRJNA266585	SAMN03168370	M	16.700700000000001	8.6040700000000001	1.9410232599223392							
Vietnamese Indigenous Dog 4	IndigenousDogVietnam04	Vietnamese Indigenous Dog	PRJNA266585	SAMN03168371	M	19.980699999999999	11.0968	1.8005821498089538							
Vietnamese Indigenous Dog 5	IndigenousDogVietnam05	Vietnamese Indigenous Dog	PRJNA266585	SAMN03168372	F	19.484999999999999	19.428999999999998	1.0028822893612641							
Village Dog - Aboriginal Camp Dog	VillDog_Australia01	Village Dog - Aboriginal Camp Dog	PRJEB2162	SAMEA1521940	F	24.0154	23.696400000000001	1.0134619604665687							
Village Dog - Borneo 1	VillDog_Borneo01	Village Dog - Borneo	PRJNA232497	SAMN02485592	M	5.3195300000000003	3.2409300000000001	1.6413591160561938							
Village Dog - Borneo 2	VillDog_Borneo02	Village Dog - Borneo	PRJNA232497	SAMN02485593	F	6.9623499999999998	7.1793500000000003	0.96977442247557222							
Village Dog - Borneo 3	VillDog_Borneo03	Village Dog - Borneo	PRJNA232497	SAMN02485594	M	5.5821500000000004	3.5114999999999998	1.5896767763064219							
Village Dog - China 1	VillDog_China09	Village Dog - China	PRJNA232497	SAMN02485581	F	7.4072699999999996	7.4980900000000004	0.98788758203755878							
Village Dog - China 2	VillDog_China01	Village Dog - China	PRJNA192935	SAMN01974490	F	20.378799999999998	20.081299999999999	1.0148147779277237							
Village Dog - China 3	VillDog_China02	Village Dog - China	PRJNA192935	SAMN01974491	F	15.152200000000001	15.7616	0.96133641254694957							
Village Dog - China 4	VillDog_China03	Village Dog - China	PRJNA192935	SAMN01974492	F	10.418200000000001	10.1776	1.0236401509196669							
Village Dog - China 5	VillDog_China04	Village Dog - China	PRJNA232497	SAMN02485568	F	7.0626100000000003	7.1066099999999999	0.99380858102527092							
Village Dog - China 6	VillDog_China05	Village Dog - China	PRJNA232497	SAMN02485569	M	7.6962200000000003	4.4452100000000003	1.7313512747429254							
Village Dog - China 7	VillDog_China06	Village Dog - China	PRJNA232497	SAMN02485570	M	7.5269500000000003	4.3513200000000003	1.7298084259489075							
Village Dog - China 8	VillDog_China07	Village Dog - China	PRJNA232497	SAMN02485571	F	6.99735	7.0659999999999998	0.99028446079818855							
Village Dog - China 9	VillDog_China08	Village Dog - China	PRJNA232497	SAMN02485576	F	7.6793399999999998	7.6975899999999999	0.99762912807774895							
Village Dog - China 10	VillDog_China20	Village Dog - China	PRJNA233638	SAMN02585181	M	17.1845	9.6398899999999994	1.7826448227106326							
Village Dog - China 11	VillDog_China21	Village Dog - China	PRJNA233638	SAMN02585182	M	15.379200000000001	8.5764200000000006	1.7931957623344006							
Village Dog - China 12	VillDog_China22	Village Dog - China	PRJNA233638	SAMN02585183	F	14.9831	15.205	0.98540611640907594							
Village Dog - China 13	VillDog_China23	Village Dog - China	PRJNA233638	SAMN02585184	M	15.232200000000001	8.5889199999999999	1.773470936974614							
Village Dog - China 14	VillDog_China24	Village Dog - China	PRJNA233638	SAMN02585185	F	14.750400000000001	14.7895	0.99735623246221983							
Village Dog - China 15	VillDog_China25	Village Dog - China	PRJNA233638	SAMN02585186	F	15.623200000000001	15.8063	0.98841601133725165							
Village Dog - China 16	VillDog_China26	Village Dog - China	PRJNA233638	SAMN02585187	M	15.4322	8.8086199999999995	1.7519429831233497							
Village Dog - China 17	VillDog_China27	Village Dog - China	PRJNA233638	SAMN02585188	M	15.818300000000001	9.0102700000000002	1.7555855706876708							
Village Dog - China 18	VillDog_China28	Village Dog - China	PRJNA233638	SAMN02585189	F	15.786799999999999	16.0184	0.98554162712880189							
Village Dog - China 19	VillDog_China29	Village Dog - China	PRJNA233638	SAMN02585190	F	16.536300000000001	16.711500000000001	0.98951620141818508							
Village Dog - China 20	VillDog_China30	Village Dog - China	PRJNA233638	SAMN02585171	M	17.546700000000001	10.0326	1.7489683631361761							
Village Dog - China 21	VillDog_China31	Village Dog - China	PRJNA233638	SAMN02585172	M	17.238800000000001	9.8587900000000008	1.748571579270884							
Village Dog - China 22	VillDog_China32	Village Dog - China	PRJNA233638	SAMN02585173	F	16.637799999999999	16.944299999999998	0.98191132121126279							
Village Dog - China 23	VillDog_China33	Village Dog - China	PRJNA233638	SAMN02585174	F	14.560600000000001	14.6822	0.99171786244568261							
Village Dog - China 24	VillDog_China34	Village Dog - China	PRJNA233638	SAMN02585175	F	16.108499999999999	16.5639	0.97250647492438369							
Village Dog - China 25	VillDog_China35	Village Dog - China	PRJNA233638	SAMN02585176	F	16.072700000000001	16.201899999999998	0.99202562662403804							
Village Dog - China 26	VillDog_China36	Village Dog - China	PRJNA233638	SAMN02585177	F	13.810499999999999	13.7677	1.0031087254951807							
Village Dog - China 27	VillDog_China37	Village Dog - China	PRJNA233638	SAMN02585178	M	16.409300000000002	9.2965999999999998	1.7650861605318076							
Village Dog - China 28	VillDog_China38	Village Dog - China	PRJNA233638	SAMN02585179	M	16.956399999999999	9.7531700000000008	1.7385526962003119							
Village Dog - China 29	VillDog_China39	Village Dog - China	PRJNA233638	SAMN02585180	M	16.2836	9.39696	1.73285828608401							
Village Dog - China 30	VillDog_China40	Village Dog - China	PRJNA233638	SAMN02585161	F	16.866	17.186699999999998	0.98134022238125995							
Village Dog - China 31	VillDog_China41	Village Dog - China	PRJNA233638	SAMN02585162	F	17.517199999999999	17.7471	0.98704577085833733							
Village Dog - China 32	VillDog_China42	Village Dog - China	PRJNA233638	SAMN02585163	F	15.392799999999999	15.7378	0.97807825744386123							
Village Dog - China 33	VillDog_China43	Village Dog - China	PRJNA233638	SAMN02585164	F	16.002099999999999	16.273800000000001	0.98330445255564147							
Village Dog - China 34	VillDog_China44	Village Dog - China	PRJNA233638	SAMN02585165	F	16.777899999999999	16.999400000000001	0.98697012835747133							
Village Dog - China 35	VillDog_China45	Village Dog - China	PRJNA233638	SAMN02585166	F	14.1218	14.343400000000001	0.98455038554317664							
Village Dog - China 36	VillDog_China46	Village Dog - China	PRJNA233638	SAMN02585167	M	17.244199999999999	9.8111499999999996	1.7576125122946851							
Village Dog - China 37	VillDog_China47	Village Dog - China	PRJNA233638	SAMN02585168	M	13.5221	7.7356100000000003	1.7480327989647875							
Village Dog - China 38	VillDog_China48	Village Dog - China	PRJNA233638	SAMN02585169	F	15.210699999999999	15.3963	0.98794515565428054							
Village Dog - China 39	VillDog_China49	Village Dog - China	PRJNA233638	SAMN02585170	M	16.6416	9.4960699999999996	1.7524723385568979							
Village Dog - China 40	VillDog_China50	Village Dog - China	PRJNA232497	SAMN04851103	M	11.659000000000001	7.0579999999999998	1.6518843865117598							
Village Dog - China 41	VillDog_China51	Village Dog - China	PRJNA232497	SAMN02485575	M	6.9574299999999996	4.0615300000000003	1.71300716724978						
Village Dog - China 42	VillDog_China52	Village Dog - China	PRJNA232497	SAMN02485572	F	7.7339399999999996	7.8578999999999999	0.98422479288359477						
Village Dog - Egypt 1	VillDog_Egypt01	Village Dog - Egypt	PRJNA232497	SAMN02485582	M	8.3982500000000009	4.91195	1.7097588534085242							
Village Dog - Egypt 2	VillDog_Egypt02	Village Dog - Egypt	PRJNA232497	SAMN02485583	M	7.4497400000000003	4.3837799999999998	1.6993872867707778							
Village Dog - India 1	VillDog_India01	Village Dog - India	PRJNA232497	SAMN02485586	M	13.6318	7.8579299999999996	1.7347825699643546							
Village Dog - India 2	VillDog_India02	Village Dog - India	PRJNA232497	SAMN02485587	M	7.7398699999999998	4.5779199999999998	1.6906957745002098							
Village Dog - India 3	VillDog_India03	Village Dog - India	PRJNA232497	SAMN02485588	M	10.038500000000001	5.7780100000000001	1.7373628636849021							
Village Dog - India 4	VillDog_India04	Village Dog - India	PRJNA232497	SAMN02485590	M	14.006500000000001	8.12974	1.7228718261592624							
Village Dog - India 5	VillDog_India05	Village Dog - India	PRJNA232497	SAMN02485591	F	8.1630800000000008	8.4999800000000008	0.96036461262261796							
Village Dog - Lebanon 1	VillDog_Lebanon01	Village Dog - Lebanon	PRJNA232497	SAMN02485595	M	7.7841100000000001	4.6073599999999999	1.6894946346714823							
Village Dog - Lebanon 2	VillDog_Lebanon02	Village Dog - Lebanon	PRJNA232497	SAMN02485596	M	9.3397100000000002	5.47302	1.7065002503188369							
Village Dog - Lebanon 3	VillDog_Lebanon03	Village Dog - Lebanon	PRJNA232497	SAMN02485597	F	9.6773399999999992	10.0542	0.96251715700901108							
Village Dog - Namibia 1	VillDog_Namibia01	Village Dog - Namibia	PRJNA232497	SAMN02485598	M	8.1965800000000009	4.8212200000000003	1.7001049526883238							
Village Dog - Namibia 2	VillDog_Namibia02	Village Dog - Namibia	PRJNA232497	SAMN02485599	F	14.0975	14.3337	0.98352135177937305							
Village Dog - Namibia 3	VillDog_Namibia03	Village Dog - Namibia	PRJNA232497	SAMN02485600	M	7.2272400000000001	4.2945599999999997	1.6828825304571366							
Village Dog - Papua New Guinea 1	VillDog_PapuaNG01	Village Dog - Papua New Guinea	PRJNA232497	SAMN02485601	F	6.6821599999999997	6.8901500000000002	0.96981342931576231							
Village Dog - Papua New Guinea 2	VillDog_PapuaNG02	Village Dog - Papua New Guinea	PRJNA232497	SAMN02485602	F	6.3856599999999997	6.4225700000000003	0.99425307937476737							
Village Dog - Papua New Guinea 3	VillDog_PapuaNG03	Village Dog - Papua New Guinea	PRJNA232497	SAMN02485603	M	12.1304	7.1816899999999997	1.68907318472393							
Village Dog - Portugal 1	PT49	Village Dog - Portugal	PRJNA232497	SAMN04851101	M	15.2057	8.6874000000000002	1.7503165504063356							
Village Dog - Portugal 2	VillDog_Portugal01	Village Dog - Portugal	PRJNA232497	SAMN02485604	F	17.6645	17.950800000000001	0.98405085010138815							
Village Dog - Portugal 3	VillDog_Portugal02	Village Dog - Portugal	PRJNA232497	SAMN02485605	M	14.714399999999999	8.45397	1.7405313716514252							
Village Dog - Qatar 1	VillDog_Qatar01	Village Dog - Qatar	PRJNA232497	SAMN02485606	F	12.4428	12.818300000000001	0.9707059438459078							
Village Dog - Qatar 2	VillDog_Qatar02	Village Dog - Qatar	PRJNA232497	SAMN02485607	M	6.7432800000000004	4.0995799999999996	1.6448709379985269							
Village Dog - Sub-Saharan Africa	VillDog_Africa01	Village Dog - Sub-Saharan Africa	PRJNA232497	SAMN04851104	F	8.6550600000000006	8.7783700000000007	0.98595297304624885							
Village Dog - Taiwan	VillDog_Taiwan01	Village Dog - Taiwan	PRJNA232497	SAMN02485608	F	14.702299999999999	14.8825	0.98789181925079783							
Village Dog - Vietnam 1	VillDog_Vietnam01	Village Dog - Vietnam	PRJNA232497	SAMN02485609	F	10.210800000000001	10.5722	0.96581600802103629							
Village Dog - Vietnam 2	VillDog_Vietnam02	Village Dog - Vietnam	PRJNA232497	SAMN02485610	F	7.8641199999999998	8.16296	0.96339073081333237							
Village Dog - Vietnam 3	VillDog_Vietnam03	Village Dog - Vietnam	PRJNA232497	SAMN02485611	M	9.5502099999999999	5.5102500000000001	1.7331718161607912							
Village Dog - Vietnam 4	VillDog_Vietnam04	Village Dog - Vietnam	PRJNA232497	SAMN02485612	F	9.3134800000000002	9.6109600000000004	0.96904783705269815							
Village Dog - Vietnam 5	VillDog_Vietnam05	Village Dog - Vietnam	PRJNA232497	SAMN02485613	M	9.4817900000000002	5.5373000000000001	1.7123489787441533							
Village Dog - Vietnam 6	VillDog_Vietnam06	Village Dog - Vietnam	PRJNA232497	SAMN02485614	M	6.70974	4.0208599999999999	1.6687325597011584							
Vizsla	Vizsla01	Vizsla	PRJEB12339	SAMEA3724570	F	32.235100000000003	32.698900000000002	0.98581603662508532	Vizsla	Vizsla	100				
Weimaraner	WE006	Weimaraner	PRJEB16012	SAMEA4506902	F	23.985099999999999	24.331900000000001	0.98574710565142876	Weimaraner	Weimaraner	100				
West Highland White Terrier 1	WestHighlandWhiteTerr01	West Highland White Terrier	PRJNA288568	SAMN03801693	F	12.0722	12.369300000000001	0.97598085582854321	West Highland White Terrier 1	West Highland White Terrier	100				
West Highland White Terrier 2	WestHighlandWhiteTerr02	West Highland White Terrier	PRJNA448733	SAMN08873423	F	45.2258	46.172499999999999	0.97949645351670367	West Highland White Terrier 2	West Highland White Terrier	100		yes	yes
West Highland White Terrier 3	WestHighlandWhiteTerr03	West Highland White Terrier	PRJNA263947	SAMN03580395	M	37.088200000000001	20.666399999999999	1.7946134788835986	West Highland White Terrier 3	West Highland White Terrier	100				
West Highland White Terrier 4	WestHighlandWhiteTerr04	West Highland White Terrier	PRJNA263947	SAMN03580396	F	36.279000000000003	36.066299999999998	1.0058974721554472	West Highland White Terrier 4	West Highland White Terrier	100				
West Highland White Terrier 5	WestHighlandWhiteTerr05	West Highland White Terrier	PRJNA263947	SAMN03580397	F	34.654200000000003	34.4604	1.0056238465020719	West Highland White Terrier 5	West Highland White Terrier	100				
West Highland White Terrier 6	WestHighlandWhiteTerr06	West Highland White Terrier	PRJNA263947	SAMN03580398	F	37.0259	35.933599999999998	1.0303977335975243	West Highland White Terrier 6	West Highland White Terrier	100				
West Highland White Terrier 7	WestHighlandWhiteTerr08	West Highland White Terrier	PRJNA448733	SAMN08873428	F	18.792899999999999	19.537299999999998	0.96189852231372819	West Highland White Terrier 7	West Highland White Terrier	100				
West Highland White Terrier 8	WestHighlandWhiteTerr09	West Highland White Terrier	PRJNA448733	SAMN08873429	F	27.892900000000001	28.2348	0.98789082975618747	West Highland White Terrier 8	West Highland White Terrier	100				
West Highland White Terrier 9	WW174	West Highland White Terrier	PRJEB16012	SAMEA4506901	F	21.641999999999999	21.918600000000001	0.9873805808765157	West Highland White Terrier 9	West Highland White Terrier	100				
West Highland White Terrier 10	WW362	West Highland White Terrier	PRJEB16012	SAMEA4509489	M	19.250800000000002	10.8149	1.7800257052769792	West Highland White Terrier 10	West Highland White Terrier	100				
West Highland White Terrier 11	WW558	West Highland White Terrier	PRJEB16012	SAMEA104091561	F	36.436599999999999	36.123699999999999	1.0086619034041364	West Highland White Terrier 11	West Highland White Terrier	100				
Whippet	Whippet01	Whippet	PRJEB16012	SAMEA4506886	M	26.584399999999999	14.8847	1.7860218882476635	Whippet	Whippet	100				
Wolf 1	AlaskanWolf	Wolf	PRJNA331222	SAMN05439956	F	7.2535400000000001	7.29244	0.99466570859684822							
Wolf 2	AlgonquinWolf13467	Wolf	PRJNA331222	SAMN05791669	M	5.1624699999999999	3.27685	1.5754367761722385							
Wolf 3	AlgonquinWolf13470	Wolf	PRJNA331222	SAMN05791668	F	7.2024999999999997	7.2659700000000003	0.99126475886908416							
Wolf 4	QuebecWolf	Wolf	PRJNA331222	SAMN05736724	F	6.6652800000000001	8.3780400000000004	0.79556554993769424							
Wolf 5	WO001_895	Wolf	PRJEB16012	SAMEA104091563	F	27.113800000000001	27.212199999999999	0.99638397483481678							
Wolf 6	WO002_732	Wolf	PRJEB16012	SAMEA104091564	M	22.166	12.4671	1.7779595896399323							
Wolf 7	WO003_636	Wolf	PRJEB16012	SAMEA104091565	F	26.027999999999999	38.0625	0.68382266009852211							
Wolf 8	Wolf40	Wolf	PRJNA299506	SAMN04209256	F	16.430299999999999	16.326499999999999	1.0063577619208035							
Wolf 9	Wolf41	Wolf	PRJNA361023	SAMN06219538	M	45.446800000000003	25.469100000000001	1.7843897114542722							
Wolf 10	Wolf42	Wolf	PRJNA361023	SAMN06219539	F	42.514299999999999	42.212800000000001	1.0071423833529165							
Xiasi Dog	XiasiDog01	Xiasi Dog	PRJNA232497	SAMN02485580	M	7.5715899999999996	4.3930600000000002	1.7235343928833204	Xiasi Dog	outside Chow Chow clade	100	Breed not available for comparison			
Xoloitzcuintli 1	MexicanHairless01	Xoloitzcuintli	PRJNA266585	SAMN03168385	M	16.3079	9.1464599999999994	1.782973959324154	Xoloitzcuintli 1	Xoloitzcuintli	92				
Xoloitzcuintli 2	Xoloitzcuintli01	Xoloitzcuintli	PRJNA232497	SAMN02485566	M	15.0686	8.6231100000000005	1.7474669811703665	Xoloitzcuintli 2	Xoloitzcuintli	92				
Yorkshire Terrier 1	BAN00315	Yorkshire Terrier	PRJNA448733	SAMN08873447	M	19.353000000000002	11.1797	1.7310840183546965	Yorkshire Terrier 1	Yorkshire Terrier	100				One of six BAM file that needed to be remade after making 722g VCF - Slight diffences in genotypes in 722g VCF compared to a joint call of the 6g for a subset of Illumina SNPchip SNPs (13 out of 122374 tested for 0.01% discordance)
Yorkshire Terrier 2	PER00449	Yorkshire Terrier	PRJNA448733	SAMN08873448	F	15.1524	13.6861	1.1071378990362486	Yorkshire Terrier 2	Yorkshire Terrier	100				One of six BAM file that needed to be remade after making 722g VCF - Slight diffences in genotypes in 722g VCF compared to a joint call of the 6g for a subset of Illumina SNPchip SNPs (2 out of 110795 tested for 0.001% discordance)
Yorkshire Terrier 3	BAN00032	Yorkshire Terrier	PRJNA448733	SAMN08873449	F	26.494599999999998	26.963100000000001	0.98262440149686048	Yorkshire Terrier 3	Yorkshire Terrier	100				
Yorkshire Terrier 4	BAN00041	Yorkshire Terrier	PRJNA448733	SAMN08873450	M	22.833500000000001	12.949299999999999	1.7632999467152666	Yorkshire Terrier 4	Yorkshire Terrier	100				
Yorkshire Terrier 5	BAN00079	Yorkshire Terrier	PRJNA448733	SAMN08873451	M	15.9512	10.4194	1.5309134883006699	Yorkshire Terrier 5	Yorkshire Terrier	100				
Yorkshire Terrier 6	BAN00127	Yorkshire Terrier	PRJNA448733	SAMN08873452	F	22.046900000000001	22.0152	1.0014399142410699	Yorkshire Terrier 6	Yorkshire Terrier	100				
Yorkshire Terrier 7	BAN00133	Yorkshire Terrier	PRJNA448733	SAMN08873453	M	16.148	10.690099999999999	1.5105564961974163	Yorkshire Terrier 7	Yorkshire Terrier	100				
